"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","ÆÑ½º¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸","ÅÂ±×","Àå¾ÖÀÎÆíÀÇ½Ã¼³"
"24667","zh-TW","COEX","https://tchinese.visitseoul.net/attractions/Coex-convention-center-tc/TCP024663?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP024663","135-731 âÏì³ã¼Ë°ÑõÏ¡ß²à÷Ô×159 ","06164 âÏì³ã¼Ë°ÑõÏ¡çµÔÔÓŞÖØ513£¨ß²à÷Ô×¡¢COEX£© ","+82-2-6000-1121","","https://www.coexcenter.com/","","","","2ûÜàÊß²à÷ó×6ûÜõóÏ¢   ","âÏì³àòã¼ÎºÎÃ÷éŞÍ,ÏÅÚª,Ë°Ñõ,â©ğéÎ½,COEX",""
"1907","en","Sungkok Art Museum","https://english.visitseoul.net/attractions/Sungkok-Art-Museum/ENP001907?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001907","110-062 1-101, Sinmunno 2(i)-ga, Jongno-gu, Seoul 1-101","03175 42, Gyeonghuigung-gil, Jongno-gu, Seoul ","+82-2-737-7650","","http://www.sungkokmuseum.org","Daily 10:00 - 18:00 (KST) * Last entry at 17:30 (KST)","","Closed Sundays, Mondays & Holidays","* Subway Line 3, Gyeongbokgung Station, Exit 7  * Subway Line 5, Gwanghwamun Station, Exit 7 (200 m on foot)","GyeongbokgungStation,Culture,Art,SculptureGarden,KoreanArt,Cafe,Museum,ArtGallery,TeaShop,Exhibition,GwanghwamunStation,SungkokArtMuseum",""
"44182","ja","«½«¦«ë«¹«««¤","https://japanese.visitseoul.net/attractions/SeoulSky/JPPowtoyc?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPowtoyc","  ","05551 «½«¦«ëã¼«½«ó«Ñ(áæ÷î)?«ª«ê«ó«Ô«Ã«¯«í300¡¢117Í­?123Í­ ","+82-2-1661-2000","","https://seoulsky.lotteworld.com/jp/main/index.do?lang=jp","ìíèøìí?ÙÊèøìí10:30-22:00¡¢ÑÑèøìí?÷Ïèøìí 10:30-23:00 KST","","","ò¢ù»?2?àÊ/8?àÊ¡¸«Á«ã«à«·«ë¡¹?2ÛãõóÏ¢","«í«Ã«Æ«ï?«ë«É«¿«ï?î÷ØĞ÷»,«í«Ã«Æ«ï?«ë«É«¿«ï?,«½«¦«ë«¹«««¤,î÷ØĞ÷»,å¨ÌØ,«í«Ã«Æ«ï?«ë«É«â?«ë",""
"27659","zh-TW","ß²?ÖØÕéë´í¿âóô¥","https://tchinese.visitseoul.net/attractions/ß²?ÖØÕéë´í¿âóô¥/TCP027232?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP027232","110-210 âÏì³ã¼ñ£ÖØÏ¡ü£Ô×61 ","03053 âÏì³ã¼ñ£ÖØÏ¡ß²?ÖØ68 ","+82-2-723-9472","","http://www.sta.or.kr","10:00~19:00 (KST)","","õğï½¡¢ñéõÕÓ×ìí","3ûÜàÊäÌÏĞó×1ûÜõóÏ¢","ß²?Ô×,Õéë´í¿âóô¥, İÁõ½,ß²?ÖØÕéë´í¿âóô¥,èâåŞí¿âó,Õéë´í¿âóñéãı,Õéë´íÀãòñéãı",""
"22120","zh-TW","ß²àıõó÷úÚÏÚªÎ½","https://tchinese.visitseoul.net/attractions/ß²àıõó÷úÚÏÚªÎ½/TCP003330?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP003330","110-804 âÏì³ã¼ñ£ÖØÏ¡ÏÁĞñÔ×126-4 ","03007 âÏì³ã¼ñ£ÖØÏ¡İøÜèÊ¶2-2 ","+82-2-394-6544","+822-394-6545","http://www.ssmop.org","KST 10:00~17:00","ñÎìé~ñÎçé","ñÎØÇ¡¢ÏĞïÒÊ£ìí","3ûÜàÊİÖÎÃó×2ûÜõóÏ¢ï®ã«7022¡¢7211Íëó³£¬åÚÏÁĞñâÊÔ³îñù»ó³ 3ûÜàÊÌØÜØÏàó×3ûÜõóÏ¢ï®ã«7022¡¢7211Íëó³£¬åÚÏÁĞñâÊÔ³îñù»ó³","ìÔáìù¡,âÏì³ÏÁĞñÔ×,ÏÁĞñÔ×,ÚÏÚªÎ½,ß²àıõó÷úŞä,ñ£ÖØÏ¡,ÕöŞÈ,ß²àıõó÷úÚÏÚªÎ½,î÷ÕÂ",""
"35028","zh-CN","Ñõß£??","https://chinese.visitseoul.net/attractions/Ñõß£??/CNP035015?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP035015"," âÏ?ã¼ñé???Ô×1Ê¶ß£1-19 ","04630 âÏ?ã¼ñé?á³÷îÖØ83 ","ÛÜô¸+82-2-753-2403/å¨?+82-2-757-1308","","http://www.cablecar.co.kr/chn/","10:00 ~ 23:00","Øßô¸£¨ñ²ØÇĞÆËßï×?æÅ?????£© ","","4?? Ù¥Ô×ó×3,4?õóÏ¢","Ñõß£î÷ØĞ÷»,Ñõß£÷²,Ñõß£å¨ÌØ,âÏ?,âÏ?Õéú¼,âÏ?å¨ÌØ,Ê«ğéõóêı,Ñõß£÷²,Ñõß£÷²î÷ØĞ÷»,âÏ?,Ñõß£??,Ñõß£÷²î÷ØĞ÷»,âÏ??ÎÃ,NâÏ?÷²,Ñõß£??,âÏ?õóêı,Ñõß£å¨ÌØ",""
"3178","en","Sungkyunkwan University's Myeongryundang Lecture Hall","https://english.visitseoul.net/attractions/Sungkyunkwan-Universitys-Myeongryundang-Lecture-Hall/ENP003176?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP003176","110-812 53, Myeongnyun-dong 3(sam)-ga, Jongno-gu, Seoul ","110-812 25-1, Sungkyunkwan-ro, Jongno-gu, Seoul ","+82-2-760-1472","+82-2-745-7013","","Daily 09:00 - 18:00","","","Subway Line 4, Hyehwa Station, Exit 4  ","HyehwaStation,SungkyunkwanUniversity,Joseon,History,HistoricSite,MyeongryundangLectureHall",""
"43966","ja","«½«¦«ë«¹«¿«¸«ª","https://japanese.visitseoul.net/attractions/2023007/JPP1vsos3?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP1vsos3","  ","01127 Ë°İÁ? «µ«ß«ã«ó«í 246 ","+82-2-980-6970","","","êÅ?÷Ï 10:00?19:30¡¢ìí 10:00?17:30","?ìí","ªÊª·","ÙëïÌãæàÊß²åÕ?2ÛãõóÏ¢ª«ªé142m","Ê«ğé??, ö¦òÅ??, Ë°İÁ?, Ú¸á´Ò´, ??Î½, «Ñ«¹«İ?«È??,«ª«ì«¬«²(ÖÕ?)",""
"30793","ja","«½«¦«ë«Á«§«¯«İ«´(Üâ?Í·)","https://japanese.visitseoul.net/attractions/seoul-treasure-den-for-books-jp/JPP030789?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP030789","138-240 «½«¦«ëã¼áæ÷ç?ãæô¹Ô×14 ","05507 «½«¦«ëã¼«½«ó«Ñ(áæ÷ç)?«ª«°«à«í1 (ãæô¹Ô×)","+82-2-6951-4979","","http://www.seoulbookbogo.kr/front/index.php?g_page=intro&m_page=intro01","øÁìí 11:00-20:00 ñÎØÇĞàªÓõæìí 10:00-20:00","","êÅèøìí¡¢1êÅ1ìí¡¢?ïáêÅĞàªÓõÕàª(??8êÅ15ìí)Ö§ıÌ","ò¢ù»?2?àÊ¡¸«Á«ã«à«·«ë¡¹?1ÛãõóÏ¢","Ùşûù«×«í«°«é«à,«Ö«Ã«¯«³«ó«µ?«È,«½«¦«ëÍ¯Üâ,ÜÜùêÙşûùÍöÊà,«Ö«Ã«¯«­«å«ì?«·«ç«ó,?Í·,«½«¦«ë«Á«§«¯«Ü«´,«½«¦«ë?ßöÎ½,?Ø¡õó÷úÚª,«½«¦«ëßöïÁ,«Á«ã«à«·«ë«Ê«ë?,Ğöñü?ßö",""
"24464","ja","«È«Ë«à«ó(ÔÄëùÚ¦)ÚÏÚªÎ½õ½","https://japanese.visitseoul.net/attractions/donuimun-museum-village-jp/JPP023761?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP023761","110-062 «½«¦«ëã¼ñ£ÖØ?ãæÚ¦ÖØ2Ê¶7-22 1-143","03178 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«½«ó«¦«©«ë«®«ë14-3 (ãæÚ¦ÖØ2Ê¶)","+82-2-739-6994","","http://dmvillage.info/","10:00~19:00 (KST)","","êÅèøìí¡¢1êÅ1ìí","ò¢ù»?5?àÊ¡¸«½«Ç«à«ó¡¹?4ÛãõóÏ¢","«½«¦«ëªÎ100Ò´ãÁÊàÕéú¼ªÎë´ªÓíŞ,«½«Ç«à«ó?,«È«Ë«à«ó(ÔÄëùÚ¦)ÚÏÚªÎ½«Ş«¦«ë(õ½),«È«Ë«à«ó(ÔÄëùÚ¦)«Ş?«±«Ã«È,î÷ãÆ¡¢?ëÀ,«È«Ë«à«ó(ÔÄëùÚ¦)ãÁÊàÕéú¼,«È«Ë«à«ó(ÔÄëùÚ¦)",""
"1905","zh-CN","ÜÅãá?£¨ßÈ????ãÒ£©","https://chinese.visitseoul.net/attractions/ÜÅãá?£¨ßÈ????ãÒ£©/CNP001904?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001904"," âÏ?ã¼?ÖØ??ÖØ2Ê¶ ??"," âÏ?÷å?ã¼?ÖØ??ÖØ 54-5£¨??Ô×£© ","+82-2-2133-0983","","https://culture.seoul.go.kr/culture/main/contents.do?menuNo=200046","ÜÅãá?Í»??ãÒ11:00~12:30 (KST) * ??Í»?ù±?ğ«îñ??","àøÑ¢ì£~ àøÑ¢ô¸","3.1?, 8?15ÎÃ??, ğ¶àª?Ôõ?Ò·??üÀ?ì¤Ğàûå?ûú?ùÎô¸?ıÌãÓ, Øßñ²ìéÍ³ïÒıÌãÓ","1?? ??ó×4?õóÏ¢ÜÆú¼?5İÂ?  ","ÎÃ??,?ÖØÜÅãá?,??ó×,ãæÒ´,?ÖØ,ÜÅãá?Í»?",""
"1835","zh-TW","à¤ÓŞÚ¦úıÙâá¶ÕöŞÈÎ½","https://tchinese.visitseoul.net/attractions/à¤ÓŞÚ¦úıÙâá¶ÕöŞÈÎ½-¼­´ë¹®Çü¹«¼Ò-¿ª»ç°ü/TCP001831?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP001831","120-080 âÏì³ã¼à¤ÓŞÚ¦Ï¡úÖî¼Ô×101 ","03732 âÏì³ã¼à¤ÓŞÚ¦Ï¡÷ÖìéÖØ251 ","+82-2-360-8590","","http://www.sscmc.or.kr/newhistory/index_culture.asp","3~10êÅ£º09:30~18:00 11~2êÅ£º09:30~17:00 ¡Ø øÍÎ½îñÚâá³ãÁ?õÌı­ìıÎ½ãÁÊà","ñÎì£~ñÎìí","ØßñÎìé(å´éçÏĞïÒÊ£ìíïáßÈËÒÎ½£¬?åÚìÎìíıÌÎ½)¡¢êªÓ©¡¢õğï½¡¢ñéõÕï½","3ûÜàÊÔ¼Ø¡Ú¦ó×5ûÜõóÏ¢ÜÆú¼10İÂñ¤","äÌóãûÇ,Ô¼Ø¡Ú¦ó×,ß²ìéê¡ÔÑ,×³Î°â÷,Ë©éÔĞ¥,à¤ÓŞÚ¦úıÙâá¶,Ô¼Ø¡ê¡ÔÑ,ÑºÒ·Î½,ÚÏÚªÎ½,ÑºÒ·Î½,à¤ÓŞÚ¦úıÙâá¶ÕöŞÈÎ½,ÕöŞÈ",""
"1901","en","Gwanghwamun Square","https://english.visitseoul.net/attractions/Gwanghwamun-Square/ENP001899?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001899"," 1-68, Sejong-ro, Jongno-gu, Seoul ","  ","+82-2-120","","http://plaza.seoul.go.kr/gwanghwamun","Open 24 hours a day, throughout the year, as a city square","Monday ~ Sunday","Open year-around","Subway Line 3, Gyeongbokgung Station, Exit 6, 7. Go straight in the direction of the Korea Exchange Bank  Subway Line 5, Gwanghwamun Station, Exit 1, 2, or 8  Subway Line 1, City Hall Station, Exit 3. Pass Deoksugung Palace and go straight toward the Koreana Hotel "," Urban Culture Square, Gwanghwamun, King Sejong the Great, Sejong Center for the Performing Arts,Cheonggyecheon Stream, Gyeongbokgung Palace, Yi Sun-sin, Gwanghwamun Square","Accessible Pathways,Accessible Restrooms"
"10948","ja","OVOCO«®«ã«é«ê?","https://japanese.visitseoul.net/attractions/ovoco-gallery-jp/JPP010944?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP010944","136-020 «½«¦«ëã¼àòİÁ?àòİÁÔ× 26-4","136-020 «½«¦«ëã¼«½«ó«Ö«¯(àòİÁ)?«½«ó«¸«ã«à«í5«®«ë15 (àòİÁÔ×)","","","http://blog.naver.com/ovocogallery","øÁìí 11:00?17:00¡¢ñÎØÇ 11:00?15:00","","ìíèøìíªªªèªÓõæìí","ò¢ù»?4?àÊ¡¸«Ï«ó«½«ó«Ç«¤«×«¯¡¹?5ÛãõóÏ¢ª«ªé«¦«©«ó«¸«óÜôÔÑß§ªŞªÇå³700mòÁòäª·éÓï¹¡¢«³«ó«Ó«ËªÎ«»«Ö«ó«¤«ì«Ö«óªò÷×ªêÎ¦ª®¡¢«½«ó«Ö«¯(àòİÁ)«Ó«ì«Ã«¸îñªÎß²ó©ÖØªÇéÓï¹ª·ª¿å³150mà»ªËêÈöÇ¡£","OVOCO«®«ã«é«ê?,ùÛ?«É«é«Ş,«×«ì«ß«¢«à«¸«å«¨«ê?«®«ã«é«ê?,«É«é«Ş«í«±ò¢,«®«ã«é«ê?,C&K«À«¤«ä«â«ó«É,«¹ªòáúªì",""
"29398","ja","«È«Ë«à«ó(ÔÄëùÚ¦)?ŞÈÎ½","https://japanese.visitseoul.net/attractions/donuimun-gallery-jp/JPP029381?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP029381","110-062 «½«¦«ëã¼ñ£ÖØ?ãæÚ¦ÖØ2Ê¶7-33 ","03178 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«»«à«Ê«ó«í35-54 (ãæÚ¦ÖØ2Ê¶)","+82-2-724-0271","","http://dmvillage.info/","09:00 - 18:00 (KST) (ìıíŞôóï· 17:30)","","êÅèøìí¡¢1êÅ1ìí","ò¢ù»?5?àÊ¡¸«½«Ç«à«ó¡¹?4ÛãõóÏ¢","ë¶Ï°,AGIO,ÔÄëùÚ¦,ùÛïÌ,à¤ÓŞÚ¦ÕéÎ½,ÔÄëùÚ¦ÚÏÚªÎ½õ½,ÌÔı÷Ïà,ÔÄëùÚ¦?ŞÈÎ½,ãæÚ¦?",""
"2046","zh-CN","Óì??","https://chinese.visitseoul.net/attractions/Óì??-´ö¼ö±Ã/CNP002046?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP002046","100-120 âÏ?ã¼ñé??Ô×Ú¸??ÖØ 5-1","100-120 âÏ?ã¼ñé?á¦ğóÓŞÖØ99 ","+82-2-771-9951","+82-2-771-9953","http://www.deoksugung.go.kr/eng/index.asp","09:00 ~ 20:00 £¨?øù¡¢ìı???£© 21:00£¨›°???£©","àøÑ¢ì£ò¸ìí","ØßàøÑ¢ìé","1?? ã¼ïÙİ¤ 2?õóÏ¢  ","âÏ?ù±ËÛÕéêıÌØïÃ,âÏ?ÜÆú¼û¿ËÛ?,å¨êıÓì??,ÍÔğóñıÖØ,?Ô×Ê¶,???ŞÈ,??Í¯?,âÏ?ú¼ïï,?Ô×à´?ÖØ,âÏ?å¨ÌØ,Óì??Õéêı,????,âÏ?ÌØïÃ,âÏ?Õéêı,Óì??,Í¯?,??Í¯?Õéêı","?òğìÑá©â¢?,?òğìÑò¦Ñõ(?ëõğÕó¨ĞàĞìöâ)"
"24666","zh-CN","COEX","https://chinese.visitseoul.net/attractions/Coex-convention-center-cn/CNP024663?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP024663","135-731 âÏ?Ë°Ñõ?ß²à÷Ô× 159 ","06164 âÏ?Ë°Ñõ?çµ?ÓŞÖØ 513 (COEX) ","+82-2-6000-1121","","https://www.coexcenter.com/","","","","2?? ß²à÷ó×6?õóÏ¢   ","Ë°Ñõ,COEX,Tiger Bus,àòã¼?ÎÃ÷éŞÍïÎ?ïÃ,?ÎÃ÷éŞÍ,â©ğé?,?Úª",""
"16361","en","Gwanghwamun Square at Night","https://english.visitseoul.net/attractions/GwanghwamunSquareatNight/ENP016319?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP016319"," 1-68, Sejongno, Jongno-gu, Seoul ","03154 172, Sejong-daero, Jongno-gu, Seoul ","+82-2-2133-8507","+82-2-2133-0742","https://plaza.seoul.go.kr/gwanghwamun","","","","","Culture,Gwanghwamun,History,Seoul,Cheonggyecheon,NightView,KingSejong,GwanghwamunPlaza",""
"44089","zh-TW","La Pluma & Bohemian","https://tchinese.visitseoul.net/attractions/2023051/TCPlzuy5x?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPlzuy5x","  ","02842 àòİÁÏ¡ÍÔÕòÓŞÖØ27Ê¶18 ","+82-2-927-7949","","","ñÎìé-ñÎçé 12:00~17:00","ñÎìéò¸ñÎçé","ñÎ×¿¡¢ñÎìí","6ûÜàÊäÌäÜó×2ûÜõóÏ¢121m","ÖÕïÁ, ??ôæ, ÍÔÕòÓŞùÊ, ??Ú¸ãİïÁ, ??Ù£Ê«, ??ŞÔ, îÙ×©ãÒ??",""
"23794","ja","«­«ç«ó«®«ç«¸«ã«ó(ÌÈÎé?)","https://japanese.visitseoul.net/attractions/gyeonggyojang-jp/JPP001151?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP001151","110-746 «½«¦«ëã¼ñ£ÖØ?øÁÔ× 108-1 ÌÈÎé?","03181 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«»«à«ó«¢«ó«í29 (øÁÔ×)«­«ç«ó«®«ç«¸«ã«ó(ÌÈÎé?)","+82-2-735-2038","","http://www.museum.seoul.kr/www/intro/annexIntro/annex_21/annex_21_01.jsp?sso=ok","10:00 ~ 18:00 KST  ","ûıèøìí?ìíèøìí","êÅèøìí¡¢1êÅ1ìí","ò¢ù»?2?àÊ¡¸«·«Á«ç«ó¡¹?2ÛãõóÏ¢«È«¯«¹«°«ó(??Ïà)îñªèªêÓù?10İÂ ò¢ù»?3?àÊ¡¸«È«ó«Ë«ó«à«ó¡¹?3ÛãõóÏ¢Óù?30İÂ    ò¢ù»?5?àÊ¡¸«½«Ç«à«ó¡¹?4ÛãõóÏ¢Óù?5İÂ   ","ÓŞùÛÚÅ?×üãÁïÙİ¤,×üãÁïÙİ¤??,?ŞÈ,à¤ÓŞÚ¦,?Ø¡Ú¦,?ŞÈÎ½,äÌÔà?,ÑÑÎú,î÷ãÆ,ÌÈÎé?,ÛÜÛí",""
"279","zh-CN","Ñõß£ÍÛ?è©õ½","https://chinese.visitseoul.net/attractions/Ñõß£ÍÛ?è©õ½-³²»ê°ñ-ÇÑ¿Á¸¶À»/CNP000276?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP000276","100-272 âÏ?ñé??Ô×2Ê¶ ","04626 âÏ?ã¼ñé?÷ÜÍ¢ÖØ34Ê¶28 ","+82-2-2261-0517","","https://www.hanokmaeul.or.kr/en","ù¾Ìù(4êÅ~10êÅ) 09:00~21:00 ÔÏÌù(11êÅ~3êÅ) 09:00~20:00  -??ïÔ??Û¯?? 24á³??Û¯","ñ²ì£ - ñ²ìí","ñ²ìé","3,4?? õ÷ÙëÖØó×3,4?õóÏ¢õó?ı¨ÜÆú¼10İÂ?    ","âÏ???ÌØïÃ,???è©ÌØïÃ,âÏ?Ñõß£,âÏ??ú©í­ìéÑÃõóêı,Ñõß£Ø¼ÜÆÖØ,âÏ?ú¼ïï,Ñõß£Íë?,âÏ?ÌØïÃ,âÏ?Õéú¼,âÏ?öè?ÌØïÃ,âÏ?ìÑ?ÌØïÃ,Ñõß£ÍÛ?è©õ½","Ùéî¡äô÷çÔ³,?òğìÑá©â¢?"
"44087","ja","La Pluma Bohemian","https://japanese.visitseoul.net/attractions/2023051/JPPlzuy5x?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPlzuy5x","  ","02842 àòİÁ? «³«ê«ç«Ç«í27«®«ë 18 ","+82-2-927-7949","","","êÅ-ÑÑ 12:00~17:00","êÅ?ÑÑ","÷Ïèøìí¡¢ìíèøìí","6?àÊäÌäÛ?2ÛãõóÏ¢ª«ªé121m","«ª«ì«¬«²(ÖÕ?), «««Õ«§, ÍÔÕòÓŞ?, «Ğ«ê«¹«¿, «³?«Ò?Ù£Ê«, «³?«Ò?«°«ë«á, «³?«Ò?, «É«ê«Ã«×«³?«Ò?",""
"43515","en","Lee Frameshop","https://english.visitseoul.net/attractions/Daesung/ENP3iuk2x?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP3iuk2x","  ","04404 1F, 216 Itaewon-ro, Yongsan-gu, Seoul ","+82-2-794-3681","","","Mon-Sat 10:30~18:00 KST","Mon~Sat ","Sunday","334 meters from Exit 3 of Itaewon Station on Line 6","OraeGage, Painting, Fast, Folk Tales, Framed, Yongsan, Hanamdong, Itaewon",""
"1236","en","Leeum Museum of Art ","https://english.visitseoul.net/attractions/Leeum-Samsung-Museum-of-Art/ENP001232?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001232","140-893 60-16, Itaewon-ro 55-gil, Yongsan-gu, Seoul ","04348 60-16, Itaewon-ro 55-gil, Yongsan-gu, Seoul ","+82-2-2014-6901","","http://leeum.samsungfoundation.org/html/global/main.asp","Daily 10:30 - 18:00 ","","Closed Mondays, New Year's weekend, New Year's Day & Chuseok","Subway Line 6, Hangangjin Station, Exit 1 (10 mins on foot)","Gallery,Culture,Leeum,HangangjinStation,ArtExperience,Itaewon,SamsungMuseumOfArt","Accessible Restrooms,Accessible Pathways,Elevators,Accessible Information Centers & Services(Wheelchair rentals, etc.),Accessible Parking"
"23915","en","Old Seoul Engineering School Main Hall","https://english.visitseoul.net/attractions/Old-Seoul-Engineering-School-Main-Hall/ENP003387?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP003387","110-810 1-169, Dongsung-dong, Jongno-gu, Seoul ","03087 86, Daehak-ro, Jongno-gu, Seoul ","+82-2-1577-9995","","http://www.knou.ac.kr","Please refer to the website.","","","Subway Line 4, Hyehwa Station, Exit 2 (10 mins on foot)","Jongno,SeoulNationalUniversity,HyehwaStation,Seoul,CentralLabratoryComplex,EngineeringSchool,History,HistoricSite,Dongdaemun",""
"33884","en","Sungshin Women's University Costume Museum and Natural History Museum","https://english.visitseoul.net/attractions/Sungshin-Womens-University-Costume-Museum-and-Natural-History-Museum/ENP033828?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP033828","  ","01133 55, Dobong-ro 76ga-gil, Gangbuk-gu, Seoul (Woonjung Green Campus, B1)","CostumeMuseum:+82-2-920-2657<br>NaturalHistoryMuseum:+82-2-920-7890","","https://www.sungshin.ac.kr/sites/museum/index.do","Mon - Sat 10:00 - 17:00 (Closed Sundays and Legal Holidays)","","","Subway Line 4, Mia Station, Exit 2 (10 mins on foot)","Learning,Costume,Seoul,Sungshin,University,Nature,History,Museum","Accessible Restrooms,Accessible Parking,Elevators"
"6928","ja","«­«ç«ó«Ò(ÌÔı÷)ÓŞ?ñéäçÚÏÚªÎ½","https://japanese.visitseoul.net/attractions/Central-Museum-of-Kyunghee-University-JP/JPP006924?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP006924","130-050 «½«¦«ëã¼ÔÔÓŞÚ¦?üŞĞñÔ× 1","130-050 «½«¦«ëã¼«È«ó«Ç«à«ó«°(ÔÔÓŞÚ¦?)«­«ç«ó«Ò«Ç«í26 (üŞĞñÔ×)","+82-2-961-0141","","http://museum.khu.ac.kr","10:00?17:00","","÷Ï¡¤ìíèøìíªªªèªÓõæğ®ìí¡¢ËÒÎèÑÀÒ·ìí","ò¢ù»?1?àÊ¡¸«Õ«§«®¡¹?1ÛãõóÏ¢","äÄİ¨,ë¶Úª,ÌÔı÷ÓŞ?ñéäçÚÏÚªÎ½,«Õ«§«®?,ñîÙÍÙş÷ÏĞï,?ŞÈ,ÚÏÚªÎ½¡¤ÑÀÒ·Î½,ñéäç?ßöÎ½",""
"1250","zh-CN","LeeumÚ¸??","https://chinese.visitseoul.net/attractions/ß²àøÚ¸??Leeum/CNP001232?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP001232","140-893 âÏ?ã¼?ß£?Õó÷ÁêÂÖØ55Ê¶60-16  ","04348 âÏ?ã¼?ß£?Õó÷ÁêÂÖØ55Ê¶60-16  ","+82-2-2014-6901","","http://leeum.samsungfoundation.org/html/global/main.asp","10:30 ~ 18:00  ñ²ì£Óğñ²ìí10:30 ~ 18:00£¬??îñìéá³?Ğ×ò­ìı?","àøÑ¢ì£ àøÑ¢ß² àøÑ¢ŞÌ àøÑ¢çé àøÑ¢×¿ àøÑ¢ô¸","Øßñ²ìé¡¢ØßÒ´1êÅ1ìí¡¢õğ?¡¢ñéõÕ","6?? ?Ë°?ó×1?õóÏ¢õó?ı¨ÜÆú¼10İÂ?   ","ß²àøÚ¸??,×Ş÷ÁêÂ,Ú¸?íÂù¡,??,?ß£,ÚÏÚª?,?ëÀÙşûùñéãı","?òğìÑò¦Ñõ(?ëõğÕó¨ĞàĞìöâ),?òğìÑ?éÄïÎ??,?òğìÑá©â¢?,Ùéî¡äô÷çÔ³,?ğ¬"
"1253","zh-TW","LeeumÚ¸âúÎ½","https://tchinese.visitseoul.net/attractions/Leeumß²àøÚ¸âúÎ½-»ï¼º¹Ì¼ú°ü-¸®¿ò/TCP001232?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP001232","140-893 âÏì³ã¼éÌß£Ï¡×Ş÷ÁêÂÖØ55Ê¶60-16 ","04348 âÏì³ã¼éÌß£Ï¡×Ş÷ÁêÂÖØ55Ê¶60-16 ","+82-2-2014-6901","","http://leeum.samsungfoundation.org/html/global/main.asp","10:30~18:00 (*øÍÎ½îñìéá³ãÁï¸ò­ìıíŞ)","àøÑ¢ì£~àøÑ¢ìí","ñÎìé¡¢êªÓ©¡¢õğï½¡¢ñéõÕï½","6ûÜàÊùÓË°?ó×1ûÜõóÏ¢ÜÆú¼10İÂñ¤","Leeum,Ùşûù,çİâú,ùÓÑõÔ×,×Ş÷ÁêÂ,Ú¸âúÎ½,Leeumß²àøÚ¸âúÎ½","Ùíî¡œÉïÎó³íŞ,ï³ğ¬,Ùíî¡œÉ?á¶,Ùíî¡œÉ÷çÔ³,íÑòğìÑŞÍÜ×Ùâ÷»(ğÕó¨×ÇëõÔõ)"
